city,sentiment,longitude,name,address,business_id,adjusted_avg_rating,adjusted_review_count,latitude,date,topic,text,pca1,pca2,topic_label
Waterloo,neutral,-90.1522965,Ahne's Bakery,201 W Mill St,-oULvzCU5o1Hwr28Cl5rsg,4.179285714285714,14,38.336171,2018-10-09 05:44:11,4,Great local donut shop! Get them fresh and you won't regret. Owner and staff is super friendly!,-0.00261102503472066,-0.17494750980739054,Food quality and value
Waterloo,positive,-90.1522965,Ahne's Bakery,201 W Mill St,-oULvzCU5o1Hwr28Cl5rsg,4.179285714285714,14,38.336171,2019-02-11 02:56:16,4,"This bakery is the best.  Family owned and operated with great danish, donuts and pies and cakes.  People from St. Louis travel all the way to Waterloo just to come to Ahne's.",-0.07790145438632654,-0.23430180043091642,Food quality and value
Waterloo,neutral,-90.1522965,Ahne's Bakery,201 W Mill St,-oULvzCU5o1Hwr28Cl5rsg,4.179285714285714,14,38.336171,2019-12-23 15:20:53,4,"Small hometown bakery that's been around longer than I have been! Always a must when coming home to visit. Specifically the peanut butter cake, cookies, and ooegy gooey butter cake.",-0.19046890955525794,-0.1782882461930304,Food quality and value
Waterloo,positive,-90.1522965,Ahne's Bakery,201 W Mill St,-oULvzCU5o1Hwr28Cl5rsg,4.179285714285714,14,38.336171,2020-06-12 18:36:56,4,The pizza...yes the PIZZA is amazing.....who would have thought a bakery would be a great place for pizzas...??!!!!! The topping at fresh and plentiful!!! My favorite person is there baking up a fantastic supreme pizza...Shawndra!!!!!!!,-0.1590141397646422,0.02667545378508747,Food quality and value
Waterloo,neutral,-90.1522965,Ahne's Bakery,201 W Mill St,-oULvzCU5o1Hwr28Cl5rsg,4.179285714285714,14,38.336171,2021-03-07 16:44:37,4,"The danishes are delicious! Not overly sweet, baked to perfection. The chocolate coconut danish, out of this world! This will be a go-to when visiting.",-0.20278894865958422,-0.05035504523946061,Food quality and value
Waterloo,positive,-90.1522965,Ahne's Bakery,201 W Mill St,-oULvzCU5o1Hwr28Cl5rsg,4.179285714285714,14,38.336171,2021-07-14 18:58:09,4,"This is simply an excellent, traditional family bakery. I have had cakes, cookies, pastries, and more, and all of them are shining examples of what those baked should be like. If you are tired of the typical taste of most cakes from bakeries, try one from Ahne's, to refresh your memory of what a really good cake should taste like. And their Danish pastry is flaky, tender, and full of flavor. I just cannot say enough about how good they are.",-0.2219320570557167,-0.11525126699811475,Food quality and value
Tampa,positive,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2006-03-28 05:43:12,1,"Great, great restaurant in a lovely house. One of the best places to have lunch in Tampa. Who says Tampa's dining scene is subpar!?",-0.1352421893855655,-0.14248893330369547,Positive dining experiences.
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2007-11-07 02:43:43,3,"Great Setting in a giant bungalow with hardwood floors, etc. Can I live there? Additionally, the Bar has a very under-appreciated chilled out classy vibe. Great for a drink when the Dubliner just isn't appropriate.

Regarding the food, here's the deal. 
Brunch is standard fare, but nothing special. It's good for bringing mom and dad for the setting and a pleasant meal.

Dinner's much better. They have an extensive menu at a second thought-inducing price point (17-25 for entrees) They focus on Pastas and Seafoods. I love it for dinner, though I only go on fairly special occasions. Good for monthly anniversary-level meals.",-0.2113681613829296,-0.15875353351155608,Dining experience and atmosphere
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2009-08-13 00:54:05,4,"Sunday brunch is the only time I've been, but I've gone around 10 times now and it has yet to disappoint! You can't beat the fruit-infused butter and homemade bread! It's always so hard to choose between all of the amazing brunch items on the menu, but I'm a big fan of the queshes and the San Francisco Pizza Fritatta!",-0.20912921010284638,0.026227842757249764,Food quality and value
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2009-11-12 14:08:27,2,"Great brunch! I had the eggs Benedict over lump crab meat and they were delicious! The Hollandaise sauce was really perfect.. the home fries were good too. Service was ok (we didn't get any bread, fruit spiced butter or coffee refills) and the waitress also forgot to bring us water even after requesting it a couple of times. The restaurant set up and layout is very cool and welcoming",-0.29978977182582334,0.12761997023119429,Delicious food and friendly service.
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2009-12-10 23:19:48,1,"Fantastic Brunch spot in Tampa. 

I recommend this place highly. The service is great and they are very helpful with menu items. I had the crab eggs benedict and it was delicious. Not too rich but very tasty. The kids loved it as well

You should do yourself a favor and get over there and try this place!",-0.28676360508835697,-0.10075202492378661,Positive dining experiences.
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2010-01-11 08:28:45,5,"When I'm visiting home, it's always a chore to find someplace to eat on special occasions that's not Applebee's.  For Christmas Eve, I looked pretty hard for a nice spot in Tampa to take my mother out, and came up with Circles.  

Circles is in a nice location, but despite being in a old home, it still suffers from inappropriately cold air conditioning, like most Florida establishments in regular buildings.  Also, the house feels downright cavernous and hollow when no one else is there to fill it.  

However, the food was very good (I had the salad special with blue cheese and steak) while my family had salmon burgers (which they seemed to enjoy).  The problem at Circles was the spotty service.  The server brought out our food as it came out of the kitchen, not together, so I had my salad sitting in front of me for quite awhile before the rest of the food came.  That was awkward. 

I would try Circles again next time I'm in town because it beats a Chili's, but I would certainly bring a warmer coat.",0.12276704498176752,0.0949499577195693,Restaurant quality and service issues
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2010-01-19 04:15:54,1,"Overall, a cool place.  Atmosphere in the old converted bungalow makes you feel comfortable and at home.... almost like they've invited you into their home for a meal.

I've only had brunch here, never dinner.  The food was well prepared, fresh ingredients, but the portions weren't enormous.  If you're hungover and craving a filling breakfast, this probably won't do it for you.  If you're seeking lighter fare, Circles will probably be a good choice. 

I'm looking forward to having dinner there soon.  This seems to be one of those places my wife and I forget about for months at a time until we're randomly driving by.",-0.23633347316590989,-0.19297442721589714,Positive dining experiences.
Tampa,positive,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2010-04-12 23:29:34,1,"Excellent breakfast/brunch place. We had brunch here recently and were very pleased with the food and service. They just opened their outdoor patio and we were fortunate enough to be seated outside on a beautiful spring morning. The food was equal in quality, taste and presentation to any 5 star eatery.  Fresh ingredients, perfectly prepared and plated. My wife and I enjoyed two separate variations on eggs benedict. She had hers with smoked salmon and I opted for fresh lump crab meat. The hollandaise tasted like it was just prepared for us. Our 2 year old ate their house made pancakes which I helped finish. They were outstanding and accompanied by maple butter syrup. Awesome! From the fresh fruit to the salt and pepper grinders on the table, this place does it right. They keep in mind all of the little things that are important for serving quality food and providing unobtrusive, but friendly service. Definitely put this on your list of places to visit. We are committed to dining there every time we are in the Tampa area. Be sure to sample the Mimosa, which my wife dubbed, ""the best"" she ever drank. I was only slightly offended. Enjoy!",-0.3349254758520701,-0.08877244357408412,Positive dining experiences.
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2010-04-15 15:08:59,2,"I had grilled salmon with honey mustard sauce. The owner is super nice! I ate on the deck outside, so I cannot speak about the ambiance inside. I will be returning. I was perplexed about the name so I asked. The name ""circles"" at one point referenced the shape of the hamburgers they served.",-0.13786565140126464,0.12870920558431706,Delicious food and friendly service.
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2010-08-02 19:15:50,1,Brunch was wonderful!! Husband and I had a difficult time choosing what we wanted to eat; everything looked great on the menu.. I had the bacon spinach salad and husband had the eggs benedict... Definately a place to visit again! Nice secret in Hyde park!,-0.24191410603033967,0.02186496560554202,Positive dining experiences.
Tampa,negative,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2011-02-15 17:27:15,5,"The food at this place is good its just too bad you have to I got there right in the middle of bthe lunch rush on a Tuesday.I was given a beer list just to spend a half of a hour playing the game ""sorry sir I just looked and we are out of that beer"".... they did have my 4th selection......I just wish the would have just told me what the had and not given me a list that had half of the beers on it out of stock...... service staff looked like they were in the weeds and food and drinks took FOREVER to get to us...... had the fried wontons for and app, 35 min later they arrive and are dissappointing. We the waited about 25 min for our lunch to arrive. We did get some bread about 3/4 of the way in. Seemed like a odd time to bring out bread....my steak sando was good but not worth she sh#t show I had to go through to get it...... no sure if ill be back",0.20064741858565047,0.12053398245742838,Restaurant quality and service issues
Tampa,positive,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2011-03-08 02:59:59,1,Great little place.  Went for brunch.  Food really good and the prices more than reasonable for the quality offered. Service really good as well,-0.25375643155939986,-0.21951148910921722,Positive dining experiences.
Tampa,neutral,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2011-07-05 16:53:59,1,"Now, why can't we have places like this in Miami? Gorgeous little house-turned-restaurant. Made me feel like I wasn't in Florida anymore! Brunch is AHHHMAZING!! Everything from the coffee to the Vegetable and Cheese omelette. Oh JESUS!!! They give you the most incredibly tasting bread and the best homemade butter. I'm salivating just thinking about it. It is seriously ridiculously good! Our waiter was kick ass too! And sure made the end of my girls weekend an awesome way to remember Tampa!",-0.10790877675122054,-0.051859664782325815,Positive dining experiences.
Tampa,positive,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2012-02-21 18:14:33,3,"Loved Circles in South Tampa, but am excited that they will be reopening in Carrollwood in a few months. My husband bumped into Michael the owner last week and found out they will be moving to a space near the Chili's on N. Dale Mabry near Fletcher/S. Village. Can't wait to go back for their outstanding chicken dishes and roasted garlic salad dressing.",-0.011284390374469655,-0.2505670164554843,Dining experience and atmosphere
Tampa,positive,-82.4852647,Circles,2500 W Azeele St,-ucEQFPRCfutQpPFBCvjbg,3.5133333333333336,15,27.9409036,2012-04-14 22:04:57,1,"We've been eating at Circles since they first opened in Carrollwood many years ago.  I can say we have never been disappointed with anything we've ordered.

We were sorry to see the S. Tampa location close, but we are really excited about Michael re-opening in Carrollwood.  We're looking forward to many more delicious meals followed by the decadent desserts Circles offers!!",-0.12000690739590383,-0.08033679623022567,Positive dining experiences.
Tampa,negative,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2009-07-13 00:05:51,5,"Good food but they dint speak much English or listen to what to tell them. So my order is almost always wrong because they don't ever listen. When it's done correct it's good, but most times they are in a hurry and don't listen.",0.027022643811521876,0.17948079524946392,Restaurant quality and service issues
Tampa,positive,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2015-03-24 13:42:05,2,The Fried rice was good as usual and the General Tso's Chicken was spicy as ever I loved it. The Chicken Chow Mein was very juicy and the egg drop soup was good as well no raw food at all and I give it a 5/5,-0.3142756824349682,0.3043787736104071,Delicious food and friendly service.
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2016-03-07 20:12:01,8,"Does anybody else feel like finding good takeout is DIFFICULT? Well if you are with me on this one, you should try this place. It is quite tasty. I had the general tsao's combo with fried rice and an egg roll and I totally approve of this place.",-0.13162712036670052,-0.09038579559142457,Delicious Chinese food and service
Tampa,positive,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2016-03-11 21:40:33,8,"Typical place with the typical Chinese food menu. I enjoy the steamed dumplings and crab Rangoon. The egg rolls are ok, little greasier than I like. Overall good food when you don't like to cook.",-0.33118346521720476,0.04982924000342852,Delicious Chinese food and service
Tampa,positive,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-01-11 21:04:02,2,"Can't find better dumplings anyway! I enjoy their wonton-eggdrop soup, real wantons, not just little noodle things. House lomein is a favorite. Shrimp egg roll and crab Rangoon also well done. In fact never had a bad experience",-0.29980519683753615,0.10772584048895831,Delicious food and friendly service.
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-05-14 22:29:31,2,Not bad. I ordered shrimp egg foo young and fried rice. Was hesitant because of the location. They were pretty busy but that's probably because of the day. Overall it was pretty good. I would recommend and return. Knocked off a star because the location and there wasn't anything too exciting about the place.,-0.1730608168200127,0.18664584580739446,Delicious food and friendly service.
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-08-03 21:48:24,8,"I've been ordering from this location for years, and for inexpensive Chinese take out, this is probably what you're looking for.  The food is very consistent, which in my opinion is what people look for in a Chinese take out joint.  There are a few seats inside, but it's a bit crowded and the decor isn't the most flattering, so just order to pick up and enjoy at home.  Lo mein, General Tso's, Szechuan Beef, they have all the classics you're probably looking for.  One dish that I gave a chance on that I enjoyed quite a bit was the Singapore Mei Fun, a mixed chicken and seafood dish with rice noodles and just a touch of yellow curry.

On the downside, as another reviewer mentioned the English spoken by most of the employees isn't the best.  I find that for the best results I show up in person (because they cook up everything rather quickly) and order face-to-face, then take a small walk to the Publix next door for any drinks I might want.  By the time I return, my food is almost always ready right there and then or at most takes another five minutes.",-0.1764023733675458,0.02778482046615567,Delicious Chinese food and service
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-08-20 12:15:26,8,Ok so this place has that good Chinese carry out.  Not spectacular but just good.  Their shrimp egg rolls are pretty tasty I love a good egg roll.  We got beef and broccoli not a fan just of the taste.  Shrimp fried rice was good.  The orange chicken was good too many orange peels not a deal breaker.  The steamed dumplings were good too.  I would definitely order again.  I just wish they had delivery.,-0.2938709999951542,0.18644889688856914,Delicious Chinese food and service
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-08-29 00:06:58,8,"Since every Chinese place is basically the same, I really judge them on their pick-up time, the temperature of the food and quality of the food. I called in my order, got there a few minutes early and everything was ready. I feel like no matter what you order at any Chinese restaurant, it's ready in ten minutes. The staff inside spoke pretty good English and got me in and out in a few minutes. 

When I got home my food was still hot and smelled/looked just like it should. The portions of most of my food were about normal size except for my pepper steak, which just lacked size for the price that I paid. 

Everything else tasted good and we were satisfied with our choices. As far as price is considered, it is about the same as every other Chinese place in the area and the selection is a wide variety.",0.02254908324125751,0.15195408447275413,Delicious Chinese food and service
Tampa,negative,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-09-09 23:10:00,0,"1st time there  (yes, I should have been home waiting for Hurricane Irma to hit but had a hankering for some food). I've lived in the area for the past 10 years - this place has always seemed kind of sketchy but was the only place open and full of patrons too! Ordered a shrimp egg roll and an order of fries - came up to $4.60-something. Gave my card but the young girl got a quick whispering to by an adult lady employee and told me she'd have to charge me .30 cents to meet the charge minimum of $5.00. Kind of taken aback to ask to be charged and not get a product in return. The girl couldn't be more than 15 so I told her I would be charged for nothing, so I just added a drink to my order. Food below mediocre- not going back.",0.3037467017985613,0.1526428602499944,Poor service and rude staff
Tampa,negative,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2017-11-22 00:28:42,2,Do not recommend. Chicken and Broccoli was chewy. Nothing but fatty chicken in a large order. Threw it out. Paid $11 for nothing.,-0.21398467603259583,0.30898347009378585,Delicious food and friendly service.
Tampa,positive,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2018-11-07 16:39:52,2,Came here for lunch date with my boyfriend. Nice people  great food and they were very accommodating to our vegan palate. Thank you! Delicious food,-0.2179516707023518,0.04128335744318809,Delicious food and friendly service.
Tampa,negative,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2020-02-28 16:55:39,2,Do not recommend. Chicken and Broccoli was chewy. Nothing but fatty chicken in a large order. Threw it out. Paid $11 for nothing.,-0.21398467603259583,0.30898347009378585,Delicious food and friendly service.
Tampa,negative,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2020-07-16 01:24:45,5,"Complete garbage service! Tried to Uber Eats but waited for hour and a half while they were cooking food! Turns out they didn't have Uber Eats credit card and Uber driver had to call support service and figure for them! Once food came it was cold and order was missing a lot! Chicken nuggets taste like McDonalds nuggets and garlic chicken was missing garlic, Mongolian beef has more onions than meat. I would never never never never never never ever ever feed this garbage food to street dogs.",0.1809043754169946,0.17305977734964956,Restaurant quality and service issues
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2020-11-23 01:08:28,5,The bourbon pork was ok. The egg rolls were empty the shrimp rice was weird the broccoli chicken was as weird tasted funny. Not good. Not good at all,-0.170506703401012,0.3183064416530387,Restaurant quality and service issues
Tampa,neutral,-82.5602371245,Hong Kong Restaurant,7026 W Waters Ave,00p_pZP6l7HQen1Yw7alkA,2.796875,16,28.0249341893,2021-01-10 03:55:09,8,"This place is good
Haven't seen a recent review so figured I'd post one. I'm used to Chinese food from New York and this is comparable. Give them a shot",-0.1352708668165676,0.03340953751016587,Delicious Chinese food and service
Indianapolis,neutral,-86.0673279,Golden’s Fish & Chicken,"5868 E 71st St, Ste D",0HxIdUa_kth2x80f3reIQA,3.790714285714286,14,39.8843975,2018-12-28 21:40:59,6,Just opened.  Delivery via Grub Hub and Uber Eats.  Menu has same format as Jordan's.,0.0961213751779397,0.010600391431285314,Service and order issues
